
Nom de l'entreprise : 
NPA : 
Adresse : 
Ville : 
Pays : 


Heure : 16:28:44
Date : 15.12.2015

NUMÉRO DE PIÈCE;DOSSIER;GROUPE;POSITION;DÉPARTEMENT;STATUT;QTE;DESCRIPTION;NORME;UTILISATION;SITUATION;MATIÈRE;LONGUEUR;LARGEUR;EPAISSEUR;MASSE;SURFACE;TRAITEMENT;COULEUR;NIVEAU;QUANTITÉ
  10-P-0111;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;1069.76;120;60;10.65;677137.78;Brut;-;1;1
  10-P-0112;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;1028.33;120;60;10.21;649486.41;Brut;-;1;1
  10-P-0156;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;957.76;60;60;5.78;458102.69;Brut;-;1;2
  10-P-0157;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;916.33;60;60;5.55;439916.35;Brut;-;1;2
  10-P-0217;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1127.76;18;12;1.75;783453.94;Brut;-;1;1
  10-P-0218;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1086.33;18;12;1.68;754719.15;Brut;-;1;1
  10-P-0207;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;4369;18;12;6.44;2224449.64;Brut;-;1;2
  10-P-0219;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1066.76;18;12;1.54;497321.35;Brut;-;1;2
  10-P-0220;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1025.33;18;12;1.48;478048.12;Brut;-;1;2
  10-P-3000;10;Pièce;-;Achat;Production;12;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;12
  10-P-2040;10;Pièce;-;Tôlerie;Production;2;Tôle acier 6mm;-;-;-;Acier;80;80;6;0.24;12044.26;Brut;-;1;2
  10-fixation tube et vis-00;;;;;;2;;;;;;;;;;;;;1;2
    10-P-0320;10;Pièce;-;Usinage Acier;Chantier;1;Tube carré MSH 60x60x4;EN 10210;-;-;Acier;170;60;60;0.75;50520.28;Thermolaqué;RAL 9007;2;2
    10-P-2045;10;Pièce;-;Tôlerie;Chantier;1;Tôle acier 8mm;-;-;-;Acier;220;83.38;8;1.16;42559.97;Thermolaqué;RAL 9007;2;2
    10-P-8001;10;Pièce;-;Visserie;Chantier;2;Hilti HSC-I M10x60;-;-;-;Acier;0;0;0;0;0;Brut;-;2;4
    10-P-8021;10;Pièce;-;Visserie;Chantier;2;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
    10-P-8014;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x80;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8032;10;Visserie;-;Visserie;Chantier;1;Ecrou M10;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-E-4120;10;Assemblage;-;Acier;Chantier;2;Assemblage Manchon;-;-;-;Divers;111;100;51;0.42;36993.98;Peint Antirouille;Zimo Z1 60my;1;2
    10-P-2000;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;304.09;51;3;0.35;31830.46;Brut;-;2;2
      ;;;;;;-;Sheet;;;;;;;;0.35;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;4
  10-E-4121;10;Assemblage;-;Acier;Chantier;4;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;4
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;4
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;8
  10-P-2070;10;Pièce;-;Tôlerie;Chantier;1;Tôle alu 2mm;-;-;-;Alu;1807.20;172.98;2;3.25;1212133.42;IGP 5803 E 71755 A10;-;1;1
    ;;;;;;-;Sheet;;;;;;;;3.25;;;;-1;
  10-P-8007;10;;-;Visserie;Chantier;12;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;12
10-E-4031;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;4099.43;1100.40;1152.33;138.76;14094030.85;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4031;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0009;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;4099.43;120;60;43.19;2737236.86;Brut;-;1;1
  10-P-0008;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;4099.43;120;60;43.19;2737236.86;Brut;-;1;1
  10-P-0156;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;957.76;60;60;5.78;458102.69;Brut;-;1;2
  10-P-0157;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;916.33;60;60;5.55;439916.35;Brut;-;1;2
  10-P-0216;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;4093.44;18;12;6.04;2084222.28;Brut;-;1;2
  10-P-0219;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1066.76;18;12;1.54;497321.35;Brut;-;1;2
  10-P-0220;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1025.33;18;12;1.48;478048.12;Brut;-;1;2
  10-P-3000;10;Pièce;-;Achat;Production;8;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;8
  10-P-2040;10;Pièce;-;Tôlerie;Production;2;Tôle acier 6mm;-;-;-;Acier;80;80;6;0.24;12044.26;Brut;-;1;2
  10-fixation tube et vis-01;;;;;;2;;;;;;;;;;;;;1;2
    10-P-0321;10;Pièce;-;Usinage Acier;Chantier;1;Tube carré MSH 60x60x4;EN 10210;-;-;Acier;170;60;60;1.04;68954.81;Thermolaqué;RAL 9007;2;2
    10-P-8021;10;Pièce;-;Visserie;Chantier;2;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
    10-P-8014;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x80;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8032;10;Visserie;-;Visserie;Chantier;1;Ecrou M10;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-E-4110;10;Assemblage;-;Acier;Chantier;2;Assemblage Manchon;-;-;-;Divers;230;111;51;2.66;119665.75;Peint Antirouille;Zimo Z1 60my;1;2
    10-P-2012;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm manchon;-;-;-;Acier;230;220.97;"RD3@Annotations@10-P-2012.moPart_c";2.54;112939.33;Brut;-;2;2
      ;;;;;;-;Sheet;;;;;;;;2.54;;;;-1;
    10-P-8031;10;Pièce;-;Visserie;Production;1;Ecrou de rallonge M16;-;-;-;Acier;0;0;0;0.13;6726.42;Brut;-;2;2
  10-E-4115;10;Assemblage;-;Acier;Chantier;2;SC Charpente;-;-;-;Divers;120;115;0;0.96;37143.14;Thermolaqué;RAL 9007;1;2
    10-P-2030;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;8;0;0.69;25786.19;Brut;-;2;2
    10-P-0330;10;Pièce;-;Usinage Acier;Production;1;Tige filetée M16x115;-;-;-;Acier;115;16;0;0.18;6182.65;Brut;-;2;2
    10-P-8013;10;Pièce;-;Visserie;Chantier;2;Vis Cylindrique M10x50;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;2;4
  10-E-4121;10;Assemblage;-;Acier;Chantier;4;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;4
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;4
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;8
10-E-4032;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;3257.17;1100.40;1152.33;103.74;10463342.83;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4032;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0025;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;3257.17;120;60;34.34;2176486.38;Brut;-;1;1
  10-P-0026;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;3625.09;120;60;38.13;2416991.03;Brut;-;1;1
  10-P-2110;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;61.01;8;0.45;17521.22;Brut;-;1;1
  10-P-2113;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;60;8;0.44;17263.65;Brut;-;1;1
  10-P-0156;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;957.76;60;60;5.78;458102.69;Brut;-;1;1
  10-P-0157;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;916.33;60;60;5.55;439916.35;Brut;-;1;1
  10-P-0245;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;3342.17;18;12;4.93;1701915.47;Brut;-;1;1
  10-P-0246;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;3713.04;18;12;5.48;1890645.72;Brut;-;1;1
  10-P-0219;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1066.76;18;12;1.54;497321.35;Brut;-;1;1
  10-P-0220;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1025.33;18;12;1.48;478048.12;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;4;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;4
  10-P-2040;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm;-;-;-;Acier;80;80;6;0.24;12044.26;Brut;-;1;1
  10-E-4121;10;Assemblage;-;Acier;Chantier;4;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;4
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;4
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;8
  10-fixation tube et vis-01;;;;;;1;;;;;;;;;;;;;1;1
    10-P-0321;10;Pièce;-;Usinage Acier;Chantier;1;Tube carré MSH 60x60x4;EN 10210;-;-;Acier;170;60;60;1.04;68954.81;Thermolaqué;RAL 9007;2;1
    10-P-8021;10;Pièce;-;Visserie;Chantier;2;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;2
    10-P-8014;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x80;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;1
    10-P-8032;10;Visserie;-;Visserie;Chantier;1;Ecrou M10;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;1
  10-E-4111;10;Assemblage;-;Acier;Chantier;1;Assemblage Manchon;-;-;-;Divers;160;111;51;1.89;86110.84;Peint Antirouille;Zimo Z1 60my;1;1
    10-P-2013;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm manchon;-;-;-;Acier;220.97;160;"RD3@Annotations@10-P-2012.moPart_c";1.76;79384.42;Brut;-;2;1
      ;;;;;;-;Sheet;;;;;;;;1.76;;;;-1;
    10-P-8031;10;Pièce;-;Visserie;Production;1;Ecrou de rallonge M16;-;-;-;Acier;0;0;0;0.13;6726.42;Brut;-;2;1
  10-E-4115;10;Assemblage;-;Acier;Chantier;1;SC Charpente;-;-;-;Divers;120;115;0;0.96;37143.14;Thermolaqué;RAL 9007;1;1
    10-P-2030;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;8;0;0.69;25786.19;Brut;-;2;1
    10-P-0330;10;Pièce;-;Usinage Acier;Production;1;Tige filetée M16x115;-;-;-;Acier;115;16;0;0.18;6182.65;Brut;-;2;1
    10-P-8013;10;Pièce;-;Visserie;Chantier;2;Vis Cylindrique M10x50;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;2;2
10-E-4033;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;5831.11;1100.40;1152.33;279.61;20612866.32;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4033;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0054;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x80x6.3;EN 10210;-;-;Acier;5640.38;120;80;100.43;4042441.25;Brut;-;1;1
  10-P-0059;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x80x6.3;EN 10210;-;-;Acier;5823.11;120;80;103.82;4178724.13;Brut;-;1;1
  10-P-2112;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;80;8;0.59;22157.79;Brut;-;1;1
  10-P-2111;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;81.34;8;0.60;22501.21;Brut;-;1;1
  10-P-0091;10;Pièce;-;Usinage Acier;Production;2;Tube rectangulaire MSH 60x60x3;EN 10210;-;-;Acier;82;60;60;0.42;37172.32;Brut;-;1;2
  10-P-0163;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;858.60;60;60;5.32;422088.08;Brut;-;1;2
  10-P-0164;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;678.08;60;60;4.32;342850.59;Brut;-;1;2
  10-P-0118;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;993.65;120;60;9.72;618299.99;Brut;-;1;1
  10-P-0119;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;813.13;120;60;7.81;497823.59;Brut;-;1;1
  10-P-0247;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;5584.49;18;12;8.24;2842991.44;Brut;-;1;1
  10-P-0232;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;5774.11;18;12;8.52;2939484.11;Brut;-;1;1
  10-P-0248;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1000.65;18;12;1.44;466564.11;Brut;-;1;2
  10-P-0249;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;820.13;18;12;1.18;382591.04;Brut;-;1;2
  10-P-0250;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1071.65;18;12;1.66;744532.93;Brut;-;1;1
  10-P-0251;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;891.13;18;12;1.38;619336.08;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;12;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;12
  10-P-2041;10;Pièce;-;Tôlerie;Production;2;Tôle acier 6mm;-;-;-;Acier;80;80;6;0.23;11384.42;Brut;-;1;2
  10-E-4121;10;Assemblage;-;Acier;Chantier;4;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;4
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;4
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;8
  10-E-4120;10;Assemblage;-;Acier;Chantier;2;Assemblage Manchon;-;-;-;Divers;111;100;51;0.42;36993.98;Peint Antirouille;Zimo Z1 60my;1;2
    10-P-2000;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;304.09;51;3;0.35;31830.46;Brut;-;2;2
      ;;;;;;-;Sheet;;;;;;;;0.35;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;4
  10-fixation tube et vis-02;;;;;;2;;;;;;;;;;;;;1;2
    10-P-0322;10;Pièce;-;Usinage Acier;Chantier;1;Tube carré MSH 60x60x4;EN 10210;-;-;Acier;170;60;60;1.03;68074.34;Thermolaqué;RAL 9007;2;2
    10-P-8021;10;Pièce;-;Visserie;Chantier;2;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
    10-P-8014;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x80;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8032;10;Visserie;-;Visserie;Chantier;1;Ecrou M10;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-E-4112;10;Assemblage;-;Acier;Chantier;2;Assemblage Manchon;-;-;-;Divers;160;106.40;66.40;2.09;94809.24;Peint Antirouille;Zimo Z1 60my;1;2
    10-P-2014;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm manchon;-;-;-;Acier;247.17;160;6;1.96;88082.82;Brut;-;2;2
      ;;;;;;-;Sheet;;;;;;;;1.96;;;;-1;
    10-P-8031;10;Pièce;-;Visserie;Production;1;Ecrou de rallonge M16;-;-;-;Acier;0;0;0;0.13;6726.42;Brut;-;2;2
  10-E-4115;10;Assemblage;-;Acier;Chantier;2;SC Charpente;-;-;-;Divers;120;115;0;0.96;37143.14;Thermolaqué;RAL 9007;1;2
    10-P-2030;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;8;0;0.69;25786.19;Brut;-;2;2
    10-P-0330;10;Pièce;-;Usinage Acier;Production;1;Tige filetée M16x115;-;-;-;Acier;115;16;0;0.18;6182.65;Brut;-;2;2
    10-P-8013;10;Pièce;-;Visserie;Chantier;2;Vis Cylindrique M10x50;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;2;4
10-E-4034;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;5831.11;968.29;414;313.91;23225178.12;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4034;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2110;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;61.01;8;0.45;17521.22;Brut;-;1;1
  10-P-0056;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x80x6.3;EN 10210;-;-;Acier;5823.11;120;80;103.81;4178943.40;Brut;-;1;1
  10-P-0055;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x80x6.3;EN 10210;-;-;Acier;5823.11;120;80;103.84;4178395.98;Brut;-;1;1
  10-P-0027;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;2839.63;120;60;29.96;1899602.00;Brut;-;1;1
  10-P-2117;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;80;8;0.58;22358.06;Brut;-;1;1
  10-P-2112;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;80;8;0.59;22157.79;Brut;-;1;1
  10-P-0165;10;Pièce;-;Usinage Acier;Production;3;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;808.29;60;60;4.49;356204.04;Brut;-;1;3
  10-P-0120;10;Pièce;-;Usinage Acier;Production;2;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;808.29;120;60;8.52;542118.62;Brut;-;1;2
  10-P-0121;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;280;120;60;2.32;150050.09;Brut;-;1;1
  10-P-0122;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;290;120;60;2.43;156724.07;Brut;-;1;1
  10-P-0253;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;943.29;18;12;1.46;655509.38;Brut;-;1;1
  10-P-0232;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;5774.11;18;12;8.52;2939484.11;Brut;-;1;2
  10-P-0252;10;Pièce;-;Usinage Acier;Production;4;Raico 129005;-;-;-;Acier;822.29;18;12;1.19;383594.39;Brut;-;1;4
  10-P-0254;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2338.72;18;12;3.45;1191275.66;Brut;-;1;1
  10-P-0255;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;287;18;12;0.44;200343.21;Brut;-;1;1
  10-P-0256;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;348;18;12;0.54;242649.63;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;12;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;12
  10-E-4120;10;Assemblage;-;Acier;Chantier;3;Assemblage Manchon;-;-;-;Divers;111;100;51;0.42;36993.98;Peint Antirouille;Zimo Z1 60my;1;3
    10-P-2000;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;304.09;51;3;0.35;31830.46;Brut;-;2;3
      ;;;;;;-;Sheet;;;;;;;;0.35;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;6
  10-E-4115;10;Assemblage;-;Acier;Chantier;3;SC Charpente;-;-;-;Divers;120;115;0;0.96;37143.14;Thermolaqué;RAL 9007;1;3
    10-P-2030;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;8;0;0.69;25786.19;Brut;-;2;3
    10-P-0330;10;Pièce;-;Usinage Acier;Production;1;Tige filetée M16x115;-;-;-;Acier;115;16;0;0.18;6182.65;Brut;-;2;3
    10-P-8013;10;Pièce;-;Visserie;Chantier;2;Vis Cylindrique M10x50;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;2;6
  10-E-4111;10;Assemblage;-;Acier;Chantier;1;Assemblage Manchon;-;-;-;Divers;160;111;51;1.89;86110.84;Peint Antirouille;Zimo Z1 60my;1;1
    10-P-2013;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm manchon;-;-;-;Acier;220.97;160;"RD3@Annotations@10-P-2012.moPart_c";1.76;79384.42;Brut;-;2;1
      ;;;;;;-;Sheet;;;;;;;;1.76;;;;-1;
    10-P-8031;10;Pièce;-;Visserie;Production;1;Ecrou de rallonge M16;-;-;-;Acier;0;0;0;0.13;6726.42;Brut;-;2;1
  10-E-4121;10;Assemblage;-;Acier;Chantier;3;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;3
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;3
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;6
  10-E-4112;10;Assemblage;-;Acier;Chantier;2;Assemblage Manchon;-;-;-;Divers;160;106.40;66.40;2.09;94809.24;Peint Antirouille;Zimo Z1 60my;1;2
    10-P-2014;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm manchon;-;-;-;Acier;247.17;160;6;1.96;88082.82;Brut;-;2;2
      ;;;;;;-;Sheet;;;;;;;;1.96;;;;-1;
    10-P-8031;10;Pièce;-;Visserie;Production;1;Ecrou de rallonge M16;-;-;-;Acier;0;0;0;0.13;6726.42;Brut;-;2;2
10-E-4035;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;3617.32;1361.24;616.26;104.03;10401483.22;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4035;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0030;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;656.75;120;60;6.94;442708.81;Brut;-;1;1
  10-P-2110;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;61.01;8;0.45;17521.22;Brut;-;1;1
  10-P-0028;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;3257.17;120;60;34.35;2176499.73;Brut;-;1;1
  10-P-0029;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;3257.17;120;60;34.34;2176486.38;Brut;-;1;1
  10-P-2113;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;60;8;0.44;17263.65;Brut;-;1;1
  10-P-2118;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;60;8;0.44;17463.93;Brut;-;1;1
  10-P-0123;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;290;120;60;2.53;163403.97;Brut;-;1;1
  10-P-0124;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;389.50;120;60;3.58;229810.09;Brut;-;1;1
  10-P-0155;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;750;60;60;4.17;330619.23;Brut;-;1;1
  10-P-0260;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;386.50;18;12;0.60;269351.22;Brut;-;1;1
  10-P-0261;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;348;18;12;0.54;242649.63;Brut;-;1;1
  10-P-0259;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;635.77;18;12;0.94;324678.98;Brut;-;1;1
  10-P-0257;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;3342.17;18;12;4.93;1701915.47;Brut;-;1;1
